id,location_id,date_id,hour,temperature,wind_direction,wind_speed,precipitation,cloud_type,is_rain,is_thunderstorm,is_snow,is_hail
868,4,19,9,30,ПнЗх,5,1.4,сонячно,False,False,False,False
869,4,19,12,13,Зх,1,1.3,хмарно,False,False,False,False
870,4,19,15,28,Пд,14,0.9,частково хмарно,False,False,False,False
871,4,19,18,14,Зх,8,1.0,сонячно,False,False,False,False
872,4,19,21,24,ПдСх,1,10.1,хмарно,True,False,False,False
873,4,20,0,18,Зх,13,0.3,хмарно,False,False,False,False
874,4,20,3,6,ПдЗх,3,1.5,хмарно,False,False,False,False
875,4,20,6,7,ПнЗх,4,1.4,частково хмарно,False,False,False,False
876,4,20,9,18,Сх,14,1.9,хмарно,False,False,False,False
877,4,20,12,11,Пд,9,1.0,частково хмарно,False,False,False,False
878,4,20,15,28,Пд,2,0.2,хмарно,False,False,False,False
879,4,20,18,23,ПнЗх,11,0.5,хмарно,False,False,False,False
880,4,20,21,25,ПдЗх,2,0.5,сонячно,False,False,False,False
881,4,21,0,12,Пн,13,1.8,хмарно,False,False,False,False
882,4,21,3,12,Пд,5,0.6,сонячно,False,False,False,False
883,4,21,6,25,Пн,12,19.2,хмарно,True,False,False,False
884,4,21,9,9,ПдСх,1,1.3,частково хмарно,False,False,False,False
885,4,21,12,5,Сх,7,1.7,частково хмарно,False,False,False,False
886,4,21,15,10,Пд,9,19.1,хмарно,True,True,False,False
887,4,21,18,11,Пд,1,0.8,сонячно,False,False,False,False
888,4,21,21,19,ПнСх,14,1.3,частково хмарно,False,False,False,False
889,4,22,0,25,ПнСх,2,0.7,частково хмарно,False,False,False,False
890,4,22,3,21,ПнСх,11,0.3,частково хмарно,False,False,False,False
891,4,22,6,14,ПнЗх,6,1.5,сонячно,False,False,False,False
892,4,22,9,25,Пн,10,1.1,частково хмарно,False,False,False,False
893,4,22,12,9,ПнСх,8,2.0,частково хмарно,False,False,False,False
894,4,22,15,18,Сх,13,0.9,хмарно,False,False,False,False
895,4,22,18,14,Пн,14,0.4,частково хмарно,False,False,False,False
896,4,22,21,26,ПнСх,15,1.1,хмарно,False,False,False,False
897,4,23,0,12,ПдСх,2,0.0,сонячно,False,False,False,False
898,4,23,3,21,Пн,0,16.7,частково хмарно,True,False,False,False
899,4,23,6,9,Пн,12,1.7,сонячно,False,False,False,False
900,4,23,9,24,ПнСх,11,5.2,хмарно,True,False,False,False
901,4,23,12,28,Пд,15,0.0,хмарно,False,False,False,False
902,4,23,15,27,ПдСх,3,0.5,частково хмарно,False,False,False,False
903,4,23,18,27,Зх,8,3.4,хмарно,True,False,False,False
904,4,23,21,20,ПдСх,5,9.0,хмарно,True,False,False,False
905,4,24,0,12,Зх,2,23.6,частково хмарно,True,False,False,False
906,4,24,3,23,ПнСх,12,0.1,частково хмарно,False,False,False,False
907,4,24,6,16,Сх,15,0.1,сонячно,False,False,False,False
908,4,24,9,13,Сх,15,19.8,хмарно,True,True,False,False
909,4,24,12,10,ПдСх,9,15.1,частково хмарно,True,True,False,False
910,4,24,15,25,Пн,1,1.3,сонячно,False,False,False,False
911,4,24,18,9,Зх,8,0.3,хмарно,False,False,False,False
912,4,24,21,14,ПнЗх,0,0.7,частково хмарно,False,False,False,False
913,4,25,0,28,ПнСх,12,0.3,частково хмарно,False,False,False,False
914,4,25,3,23,ПдСх,0,2.0,сонячно,False,False,False,False
915,4,25,6,27,ПнЗх,2,0.6,хмарно,False,False,False,False
916,4,25,9,25,Пд,4,1.6,хмарно,False,False,False,False
917,4,25,12,15,ПнЗх,11,0.2,хмарно,False,False,False,False
918,4,25,15,25,ПдСх,12,14.4,хмарно,True,False,False,False
919,4,25,18,10,Пн,5,6.4,частково хмарно,True,False,False,False
920,4,25,21,30,Пн,5,1.1,сонячно,False,False,False,False
921,4,26,0,6,Сх,15,12.6,хмарно,True,False,False,False
922,4,26,3,29,Пн,13,0.3,частково хмарно,False,False,False,False
923,4,26,6,28,ПнСх,10,9.7,частково хмарно,True,False,False,False
924,4,26,9,30,Сх,1,0.3,сонячно,False,False,False,False
925,4,26,12,18,ПдСх,2,0.4,хмарно,False,False,False,False
926,4,26,15,21,ПдЗх,4,15.2,хмарно,True,False,False,False
927,4,26,18,5,Пд,9,1.8,сонячно,False,False,False,False
928,4,26,21,12,Зх,7,0.6,сонячно,False,False,False,False
929,4,27,0,16,ПнСх,7,8.3,хмарно,True,False,False,False
930,4,27,3,18,ПнЗх,4,19.5,частково хмарно,True,False,False,False
931,4,27,6,5,Зх,2,1.9,сонячно,False,False,False,False
932,4,27,9,20,Сх,13,17.7,частково хмарно,True,False,False,False
933,4,27,12,16,Зх,2,0.9,хмарно,False,False,False,False
934,4,27,15,15,ПнСх,7,1.5,частково хмарно,False,False,False,False
935,4,27,18,20,ПнСх,10,1.6,частково хмарно,False,False,False,False
936,4,27,21,11,Сх,11,0.3,хмарно,False,False,False,False
937,4,28,0,9,Зх,2,1.4,сонячно,False,False,False,False
938,4,28,3,15,ПдСх,2,24.4,хмарно,True,False,False,False
939,4,28,6,8,Пн,8,0.6,сонячно,False,False,False,False
940,4,28,9,30,ПнСх,14,0.7,частково хмарно,False,False,False,False
941,4,28,12,8,ПдСх,1,0.8,сонячно,False,False,False,False
942,4,28,15,22,Пн,15,5.9,хмарно,True,False,False,False
943,4,28,18,14,ПнСх,13,12.3,хмарно,True,False,False,False
944,4,28,21,7,ПдЗх,0,6.0,частково хмарно,True,True,False,False
945,4,29,0,6,ПнСх,13,6.7,частково хмарно,True,False,False,False
946,4,29,3,25,ПдЗх,15,1.1,частково хмарно,False,False,False,False
947,4,29,6,5,ПнЗх,4,0.9,сонячно,False,False,False,False
948,4,29,9,5,Пд,1,0.4,сонячно,False,False,False,False
949,4,29,12,22,ПдСх,15,0.3,хмарно,False,False,False,False
950,4,29,15,15,ПнСх,14,4.5,хмарно,True,False,False,False
951,4,29,18,6,Сх,13,1.7,сонячно,False,False,False,False
952,4,29,21,20,Пд,2,0.3,хмарно,False,False,False,False
953,4,30,0,22,ПнСх,14,0.4,сонячно,False,False,False,False
954,4,30,3,27,Пд,4,1.0,частково хмарно,False,False,False,False
955,4,30,6,17,Пд,8,8.5,частково хмарно,True,True,False,False
956,4,30,9,13,ПдЗх,9,1.2,сонячно,False,False,False,False
957,4,30,12,7,Пн,1,23.9,хмарно,True,False,False,False
958,4,30,15,23,Зх,15,0.3,сонячно,False,False,False,False
959,4,30,18,6,Пн,12,0.9,частково хмарно,False,False,False,False
960,4,30,21,21,ПдЗх,14,0.6,сонячно,False,False,False,False
961,5,1,0,23,Зх,5,1.6,частково хмарно,False,False,False,False
962,5,1,3,20,ПдЗх,10,1.9,частково хмарно,False,False,False,False
963,5,1,6,22,Пн,6,1.5,сонячно,False,False,False,False
964,5,1,9,7,ПдЗх,7,0.0,сонячно,False,False,False,False
965,5,1,12,20,ПнЗх,1,0.3,частково хмарно,False,False,False,False
966,5,1,15,23,ПдСх,10,0.8,частково хмарно,False,False,False,False
967,5,1,18,13,ПдСх,14,1.0,хмарно,False,False,False,False
968,5,1,21,23,Зх,2,7.6,хмарно,True,False,False,False
969,5,2,0,30,ПдЗх,1,0.2,сонячно,False,False,False,False
970,5,2,3,5,ПнСх,1,0.2,сонячно,False,False,False,False
971,5,2,6,14,Зх,7,7.6,частково хмарно,True,True,False,False
972,5,2,9,14,Сх,2,1.4,сонячно,False,False,False,False
973,5,2,12,22,ПдЗх,13,1.9,частково хмарно,False,False,False,False
974,5,2,15,21,ПдЗх,10,1.5,хмарно,False,False,False,False
975,5,2,18,26,ПнСх,9,1.1,сонячно,False,False,False,False
976,5,2,21,25,ПдЗх,13,1.6,хмарно,False,False,False,False
977,5,3,0,7,Зх,7,2.0,сонячно,False,False,False,False
978,5,3,3,27,ПнСх,13,0.3,хмарно,False,False,False,False
979,5,3,6,30,ПдСх,7,11.6,хмарно,True,True,False,False
980,5,3,9,7,Сх,13,0.1,хмарно,False,False,False,False
981,5,3,12,18,Зх,9,2.0,хмарно,False,False,False,False
982,5,3,15,9,Сх,13,1.3,частково хмарно,False,False,False,False
983,5,3,18,21,ПнЗх,10,24.5,частково хмарно,True,False,False,False
984,5,3,21,24,ПнЗх,5,1.2,частково хмарно,False,False,False,False
985,5,4,0,10,Сх,0,1.4,частково хмарно,False,False,False,False
986,5,4,3,12,ПдСх,0,2.0,хмарно,False,False,False,False
987,5,4,6,28,Пн,8,1.2,частково хмарно,False,False,False,False
988,5,4,9,10,ПнЗх,6,0.2,частково хмарно,False,False,False,False
989,5,4,12,6,Пд,10,0.7,хмарно,False,False,False,False
990,5,4,15,13,Пн,7,1.2,хмарно,False,False,False,False
991,5,4,18,20,Сх,1,0.3,частково хмарно,False,False,False,False
992,5,4,21,29,Пн,10,0.6,хмарно,False,False,False,False
993,5,5,0,10,ПнЗх,12,1.3,сонячно,False,False,False,False
994,5,5,3,15,Пд,15,8.3,хмарно,True,False,False,False
995,5,5,6,13,ПдСх,7,0.1,частково хмарно,False,False,False,False
996,5,5,9,6,Пн,6,2.0,сонячно,False,False,False,False
997,5,5,12,18,Сх,10,1.0,частково хмарно,False,False,False,False
998,5,5,15,21,ПдЗх,0,2.0,частково хмарно,False,False,False,False
999,5,5,18,28,Пн,15,2.5,хмарно,True,False,False,False
1000,5,5,21,30,ПдСх,7,0.2,сонячно,False,False,False,False
1001,5,6,0,13,ПнЗх,10,1.8,сонячно,False,False,False,False
1002,5,6,3,19,Сх,9,1.8,сонячно,False,False,False,False
1003,5,6,6,24,ПнЗх,0,1.7,частково хмарно,False,False,False,False
1004,5,6,9,7,Сх,9,0.4,хмарно,False,False,False,False
1005,5,6,12,5,ПдСх,8,14.4,частково хмарно,True,False,False,False
1006,5,6,15,26,ПнЗх,10,1.1,сонячно,False,False,False,False
1007,5,6,18,15,Пн,2,1.5,сонячно,False,False,False,False
1008,5,6,21,14,Зх,15,1.8,частково хмарно,False,False,False,False
1009,5,7,0,28,Пн,3,0.4,частково хмарно,False,False,False,False
1010,5,7,3,19,Пд,7,1.8,сонячно,False,False,False,False
1011,5,7,6,23,Пн,13,16.7,частково хмарно,True,False,False,False
1012,5,7,9,21,Пд,0,1.9,частково хмарно,False,False,False,False
1013,5,7,12,20,ПдСх,8,14.0,частково хмарно,True,False,False,False
1014,5,7,15,25,Пн,13,1.2,сонячно,False,False,False,False
1015,5,7,18,22,ПдЗх,12,1.6,сонячно,False,False,False,False
1016,5,7,21,20,ПдСх,5,0.5,сонячно,False,False,False,False
1017,5,8,0,6,ПдЗх,0,0.7,сонячно,False,False,False,False
1018,5,8,3,6,ПдЗх,0,7.8,хмарно,True,False,False,False
1019,5,8,6,10,ПнСх,3,2.3,частково хмарно,True,False,False,False
1020,5,8,9,8,ПдЗх,9,14.8,хмарно,True,False,False,False
1021,5,8,12,14,Пн,13,1.9,сонячно,False,False,False,False
1022,5,8,15,7,Пн,9,1.0,сонячно,False,False,False,False
1023,5,8,18,7,ПдСх,3,0.2,частково хмарно,False,False,False,False
1024,5,8,21,25,ПдЗх,2,11.7,хмарно,True,False,False,False
1025,5,9,0,18,Пн,5,0.0,частково хмарно,False,False,False,False
1026,5,9,3,20,Пн,8,2.6,хмарно,True,False,False,False
1027,5,9,6,7,Зх,3,0.2,хмарно,False,False,False,False
1028,5,9,9,21,ПдЗх,7,0.8,частково хмарно,False,False,False,False
1029,5,9,12,28,ПдСх,3,18.1,хмарно,True,False,False,False
1030,5,9,15,17,Сх,6,0.9,хмарно,False,False,False,False
1031,5,9,18,6,ПдЗх,0,1.5,хмарно,False,False,False,False
1032,5,9,21,21,ПдСх,14,8.8,хмарно,True,False,False,False
1033,5,10,0,25,Пд,10,0.2,сонячно,False,False,False,False
1034,5,10,3,28,Пн,11,0.6,частково хмарно,False,False,False,False
1035,5,10,6,13,Пд,0,4.4,хмарно,True,True,False,False
1036,5,10,9,12,ПнЗх,7,1.5,хмарно,False,False,False,False
1037,5,10,12,11,Пн,15,6.2,хмарно,True,True,False,False
1038,5,10,15,28,ПнСх,3,24.9,частково хмарно,True,True,False,False
1039,5,10,18,5,ПнСх,1,0.1,хмарно,False,False,False,False
1040,5,10,21,5,ПнЗх,7,0.6,сонячно,False,False,False,False
1041,5,11,0,29,Пд,12,0.4,частково хмарно,False,False,False,False
1042,5,11,3,16,Пд,13,1.0,сонячно,False,False,False,False
1043,5,11,6,9,ПдСх,11,0.5,хмарно,False,False,False,False
1044,5,11,9,7,Пн,10,1.8,сонячно,False,False,False,False
1045,5,11,12,17,Пн,9,0.0,хмарно,False,False,False,False
1046,5,11,15,30,Пн,9,7.2,частково хмарно,True,True,False,False
1047,5,11,18,13,Зх,4,13.7,хмарно,True,True,False,False
1048,5,11,21,23,ПдСх,3,0.1,хмарно,False,False,False,False
1049,5,12,0,14,Пн,14,1.9,хмарно,False,False,False,False
1050,5,12,3,15,Сх,15,6.7,частково хмарно,True,False,False,False
1051,5,12,6,8,ПнЗх,0,0.5,хмарно,False,False,False,False
1052,5,12,9,13,Пн,5,1.3,частково хмарно,False,False,False,False
1053,5,12,12,14,Пн,1,0.8,сонячно,False,False,False,False
1054,5,12,15,17,Сх,11,1.3,частково хмарно,False,False,False,False
1055,5,12,18,5,Сх,0,0.0,частково хмарно,False,False,False,False
1056,5,12,21,23,ПнСх,14,0.6,сонячно,False,False,False,False
1057,5,13,0,18,Пд,12,1.6,частково хмарно,False,False,False,False
1058,5,13,3,11,Пн,1,1.7,частково хмарно,False,False,False,False
1059,5,13,6,24,ПдСх,11,1.9,частково хмарно,False,False,False,False
1060,5,13,9,19,ПнСх,11,1.4,хмарно,False,False,False,False
1061,5,13,12,12,ПнСх,0,19.4,хмарно,True,False,False,False
1062,5,13,15,21,Пд,3,0.8,частково хмарно,False,False,False,False
1063,5,13,18,11,ПдСх,0,0.4,сонячно,False,False,False,False
1064,5,13,21,8,ПнЗх,6,0.9,частково хмарно,False,False,False,False
1065,5,14,0,29,Зх,2,1.4,сонячно,False,False,False,False
1066,5,14,3,27,ПнСх,11,2.0,частково хмарно,False,False,False,False
1067,5,14,6,11,Сх,8,1.0,частково хмарно,False,False,False,False
1068,5,14,9,5,Зх,10,1.1,частково хмарно,False,False,False,False
1069,5,14,12,5,Зх,7,0.9,хмарно,False,False,False,False
1070,5,14,15,22,ПдСх,14,2.0,хмарно,False,False,False,False
1071,5,14,18,18,ПнЗх,3,4.6,частково хмарно,True,False,False,False
1072,5,14,21,26,ПнСх,3,3.8,частково хмарно,True,True,False,False
1073,5,15,0,21,Зх,5,16.3,частково хмарно,True,False,False,False
1074,5,15,3,27,ПдЗх,13,6.9,хмарно,True,True,False,False
1075,5,15,6,6,Сх,1,1.6,сонячно,False,False,False,False
1076,5,15,9,20,ПнСх,10,0.8,частково хмарно,False,False,False,False
1077,5,15,12,26,Пд,10,0.2,хмарно,False,False,False,False
1078,5,15,15,26,Пд,8,0.4,хмарно,False,False,False,False
1079,5,15,18,29,ПдСх,5,0.3,сонячно,False,False,False,False
1080,5,15,21,16,Пд,0,0.8,сонячно,False,False,False,False
1081,5,16,0,21,Сх,14,14.0,хмарно,True,False,False,False
1082,5,16,3,12,Пн,13,1.9,хмарно,False,False,False,False
1083,5,16,6,11,ПнСх,14,1.1,сонячно,False,False,False,False
1084,5,16,9,5,Зх,12,19.8,частково хмарно,True,False,False,False
1085,5,16,12,24,Сх,8,21.8,хмарно,True,False,False,False
1086,5,16,15,29,ПнСх,5,1.9,сонячно,False,False,False,False
1087,5,16,18,15,Сх,10,8.4,хмарно,True,False,False,False
1088,5,16,21,22,ПнСх,1,2.0,частково хмарно,False,False,False,False
1089,5,17,0,13,Зх,10,1.6,хмарно,False,False,False,False
1090,5,17,3,23,ПдЗх,10,0.0,частково хмарно,False,False,False,False
1091,5,17,6,8,Пд,10,3.1,частково хмарно,True,True,False,False
1092,5,17,9,13,ПнЗх,10,1.4,хмарно,False,False,False,False
1093,5,17,12,6,ПдСх,11,14.8,частково хмарно,True,False,False,False
1094,5,17,15,19,ПдЗх,4,0.7,частково хмарно,False,False,False,False
1095,5,17,18,19,Сх,6,1.4,хмарно,False,False,False,False
1096,5,17,21,21,ПнЗх,15,1.8,хмарно,False,False,False,False
1097,5,18,0,28,ПдЗх,10,1.2,частково хмарно,False,False,False,False
1098,5,18,3,21,ПдЗх,12,0.6,сонячно,False,False,False,False
1099,5,18,6,19,ПдСх,2,0.2,хмарно,False,False,False,False
1100,5,18,9,27,ПнЗх,12,19.1,частково хмарно,True,False,False,False
1101,5,18,12,20,Пд,5,6.8,частково хмарно,True,False,False,False
1102,5,18,15,7,ПнСх,5,1.6,сонячно,False,False,False,False
1103,5,18,18,5,Пн,2,13.9,частково хмарно,True,False,False,False
1104,5,18,21,12,Пд,5,1.6,сонячно,False,False,False,False
1105,5,19,0,15,ПнЗх,2,6.9,частково хмарно,True,False,False,False
1106,5,19,3,27,ПдЗх,15,4.8,частково хмарно,True,True,False,False
1107,5,19,6,29,ПдСх,5,8.8,хмарно,True,False,False,False
1108,5,19,9,19,Пн,9,15.1,частково хмарно,True,False,False,False
1109,5,19,12,12,ПдСх,15,17.2,частково хмарно,True,False,False,False
1110,5,19,15,28,Пн,1,1.6,хмарно,False,False,False,False
1111,5,19,18,10,ПдЗх,15,1.6,хмарно,False,False,False,False
1112,5,19,21,16,Сх,12,1.7,частково хмарно,False,False,False,False
1113,5,20,0,6,Пд,0,1.6,частково хмарно,False,False,False,False
1114,5,20,3,26,ПдЗх,4,1.5,хмарно,False,False,False,False
1115,5,20,6,6,Пн,8,19.4,частково хмарно,True,False,False,False
1116,5,20,9,26,Сх,5,12.5,хмарно,True,False,False,False
1117,5,20,12,6,ПдСх,2,0.2,хмарно,False,False,False,False
1118,5,20,15,25,Сх,15,0.9,частково хмарно,False,False,False,False
1119,5,20,18,7,ПдСх,13,1.1,хмарно,False,False,False,False
1120,5,20,21,26,Пн,13,3.9,хмарно,True,False,False,False
1121,5,21,0,20,Зх,0,1.0,частково хмарно,False,False,False,False
1122,5,21,3,14,ПдЗх,8,0.7,хмарно,False,False,False,False
1123,5,21,6,5,ПдЗх,13,0.6,частково хмарно,False,False,False,False
1124,5,21,9,23,ПдСх,15,13.6,хмарно,True,False,False,False
1125,5,21,12,19,ПнСх,6,23.9,хмарно,True,False,False,False
1126,5,21,15,12,Зх,7,1.4,сонячно,False,False,False,False
1127,5,21,18,17,ПдСх,13,12.4,хмарно,True,False,False,False
1128,5,21,21,28,ПдЗх,3,0.7,частково хмарно,False,False,False,False
1129,5,22,0,9,Пн,0,9.4,хмарно,True,True,False,False
1130,5,22,3,11,ПнЗх,4,1.1,сонячно,False,False,False,False
1131,5,22,6,16,Сх,7,0.6,сонячно,False,False,False,False
1132,5,22,9,7,ПнСх,10,1.5,частково хмарно,False,False,False,False
1133,5,22,12,11,ПнЗх,14,1.0,сонячно,False,False,False,False
1134,5,22,15,9,ПдЗх,1,0.6,частково хмарно,False,False,False,False
1135,5,22,18,24,ПнСх,2,4.2,хмарно,True,False,False,False
1136,5,22,21,28,Пн,4,0.7,частково хмарно,False,False,False,False
1137,5,23,0,10,Пн,2,20.9,хмарно,True,True,False,False
1138,5,23,3,22,ПнСх,0,0.7,хмарно,False,False,False,False
1139,5,23,6,9,Пн,7,0.1,частково хмарно,False,False,False,False
1140,5,23,9,9,Пд,13,0.2,частково хмарно,False,False,False,False
1141,5,23,12,28,ПдЗх,4,1.9,хмарно,False,False,False,False
1142,5,23,15,9,Зх,2,1.0,хмарно,False,False,False,False
1143,5,23,18,30,ПнЗх,15,0.4,сонячно,False,False,False,False
1144,5,23,21,17,ПнЗх,8,1.5,частково хмарно,False,False,False,False
1145,5,24,0,16,Зх,6,1.6,хмарно,False,False,False,False
1146,5,24,3,28,ПнЗх,15,4.6,частково хмарно,True,False,False,False
1147,5,24,6,25,ПнСх,4,1.9,хмарно,False,False,False,False
1148,5,24,9,5,ПдЗх,13,14.1,хмарно,True,False,False,False
1149,5,24,12,25,ПдЗх,10,0.9,частково хмарно,False,False,False,False
1150,5,24,15,16,Пд,14,7.1,частково хмарно,True,False,False,False
1151,5,24,18,14,ПнСх,6,0.7,сонячно,False,False,False,False
1152,5,24,21,21,Пд,3,1.0,частково хмарно,False,False,False,False
1153,5,25,0,19,ПдСх,3,2.0,хмарно,False,False,False,False
1154,5,25,3,15,Пн,8,15.9,частково хмарно,True,False,False,False
1155,5,25,6,23,Пн,2,13.7,частково хмарно,True,True,False,False
1156,5,25,9,8,Пн,0,4.3,частково хмарно,True,False,False,False
1157,5,25,12,10,ПдСх,15,0.3,хмарно,False,False,False,False
1158,5,25,15,18,Пд,2,1.2,сонячно,False,False,False,False
1159,5,25,18,18,Сх,5,1.0,хмарно,False,False,False,False
1160,5,25,21,29,ПдЗх,13,1.7,частково хмарно,False,False,False,False
1161,5,26,0,6,ПдЗх,2,16.0,частково хмарно,True,False,False,False
1162,5,26,3,5,ПдСх,10,20.4,хмарно,True,True,False,False
1163,5,26,6,15,Сх,12,12.7,частково хмарно,True,False,False,False
1164,5,26,9,12,Сх,13,0.0,хмарно,False,False,False,False
1165,5,26,12,19,Пд,15,2.0,частково хмарно,False,False,False,False
1166,5,26,15,13,ПнЗх,7,1.3,сонячно,False,False,False,False
1167,5,26,18,30,Пд,10,0.4,хмарно,False,False,False,False
1168,5,26,21,15,ПнСх,14,3.7,частково хмарно,True,False,False,False
1169,5,27,0,30,ПдЗх,14,1.2,сонячно,False,False,False,False
1170,5,27,3,7,Пн,15,0.7,частково хмарно,False,False,False,False
1171,5,27,6,26,Зх,11,1.8,сонячно,False,False,False,False
1172,5,27,9,23,ПдЗх,15,0.0,сонячно,False,False,False,False
1173,5,27,12,30,Сх,9,1.2,хмарно,False,False,False,False
1174,5,27,15,26,Сх,15,6.9,хмарно,True,False,False,False
1175,5,27,18,14,ПнСх,13,0.9,хмарно,False,False,False,False
1176,5,27,21,26,Зх,3,1.8,частково хмарно,False,False,False,False
1177,5,28,0,20,Зх,14,0.7,хмарно,False,False,False,False
1178,5,28,3,6,ПдЗх,4,1.6,хмарно,False,False,False,False
1179,5,28,6,7,ПдЗх,7,0.7,хмарно,False,False,False,False
1180,5,28,9,5,Пд,7,2.6,хмарно,True,False,False,False
1181,5,28,12,29,Пд,12,1.7,сонячно,False,False,False,False
1182,5,28,15,24,Пд,4,2.0,частково хмарно,False,False,False,False
1183,5,28,18,12,ПдЗх,5,1.2,частково хмарно,False,False,False,False
1184,5,28,21,10,Пн,1,0.7,хмарно,False,False,False,False
1185,5,29,0,24,ПнЗх,5,1.4,частково хмарно,False,False,False,False
1186,5,29,3,7,ПдЗх,12,20.6,хмарно,True,False,False,False
1187,5,29,6,24,ПдЗх,5,0.0,сонячно,False,False,False,False
1188,5,29,9,18,Сх,4,18.6,частково хмарно,True,False,False,False
1189,5,29,12,27,Зх,13,17.6,частково хмарно,True,True,False,False
1190,5,29,15,14,Сх,15,2.0,частково хмарно,False,False,False,False
1191,5,29,18,26,Сх,0,0.5,сонячно,False,False,False,False
1192,5,29,21,10,Пд,5,1.2,хмарно,False,False,False,False
1193,5,30,0,18,ПнСх,3,3.0,частково хмарно,True,True,False,False
1194,5,30,3,6,ПдСх,9,1.9,частково хмарно,False,False,False,False
1195,5,30,6,6,Зх,6,1.5,сонячно,False,False,False,False
1196,5,30,9,14,Зх,2,17.2,хмарно,True,False,False,False
1197,5,30,12,26,Пн,15,21.5,частково хмарно,True,False,False,False
1198,5,30,15,28,Пн,11,1.3,частково хмарно,False,False,False,False
1199,5,30,18,22,Сх,7,0.2,хмарно,False,False,False,False
1200,5,30,21,28,Зх,14,0.3,частково хмарно,False,False,False,False
1201,6,1,0,7,ПнСх,5,1.0,частково хмарно,False,False,False,False
1202,6,1,3,29,Пд,0,0.2,сонячно,False,False,False,False
1203,6,1,6,8,Пд,1,17.0,частково хмарно,True,True,False,False
1204,6,1,9,13,ПнСх,0,23.6,частково хмарно,True,False,False,False
1205,6,1,12,10,ПнСх,5,1.1,частково хмарно,False,False,False,False
1206,6,1,15,8,ПдЗх,2,0.1,хмарно,False,False,False,False
1207,6,1,18,7,ПнСх,3,1.2,хмарно,False,False,False,False
1208,6,1,21,30,ПнЗх,8,1.3,хмарно,False,False,False,False
1209,6,2,0,11,ПнЗх,5,1.1,хмарно,False,False,False,False
1210,6,2,3,11,Пд,2,1.3,частково хмарно,False,False,False,False
1211,6,2,6,11,Пд,12,13.7,хмарно,True,True,False,False
1212,6,2,9,13,Зх,0,1.9,хмарно,False,False,False,False
1213,6,2,12,18,ПдСх,11,1.9,сонячно,False,False,False,False
1214,6,2,15,6,Пд,5,1.1,частково хмарно,False,False,False,False
1215,6,2,18,24,ПдСх,3,0.9,частково хмарно,False,False,False,False
1216,6,2,21,17,Пд,11,2.9,частково хмарно,True,True,False,False
1217,6,3,0,6,ПнЗх,14,11.7,частково хмарно,True,False,False,False
1218,6,3,3,27,Зх,13,0.7,сонячно,False,False,False,False
1219,6,3,6,25,Пн,12,1.6,частково хмарно,False,False,False,False
1220,6,3,9,5,Сх,10,0.8,частково хмарно,False,False,False,False
1221,6,3,12,24,Пд,3,1.1,хмарно,False,False,False,False
1222,6,3,15,11,ПдСх,7,1.7,сонячно,False,False,False,False
1223,6,3,18,17,Зх,9,13.7,частково хмарно,True,False,False,False
1224,6,3,21,13,ПдЗх,15,12.7,частково хмарно,True,False,False,False
1225,6,4,0,18,Зх,9,4.4,частково хмарно,True,False,False,False
1226,6,4,3,9,ПнЗх,9,1.3,сонячно,False,False,False,False
1227,6,4,6,9,Пн,4,1.3,хмарно,False,False,False,False
1228,6,4,9,20,ПдСх,8,14.5,частково хмарно,True,False,False,False
1229,6,4,12,28,ПдСх,14,0.3,хмарно,False,False,False,False
1230,6,4,15,8,ПдСх,1,1.1,хмарно,False,False,False,False
1231,6,4,18,30,Пд,15,21.4,частково хмарно,True,False,False,False
1232,6,4,21,5,ПдСх,4,22.5,хмарно,True,False,False,False
1233,6,5,0,26,Пн,1,0.2,частково хмарно,False,False,False,False
1234,6,5,3,8,ПдСх,3,1.4,частково хмарно,False,False,False,False
1235,6,5,6,12,Пн,11,0.7,частково хмарно,False,False,False,False
1236,6,5,9,28,ПдСх,12,0.3,частково хмарно,False,False,False,False
1237,6,5,12,5,ПдСх,0,12.8,частково хмарно,True,False,False,False
1238,6,5,15,22,ПнСх,1,1.1,сонячно,False,False,False,False
1239,6,5,18,7,Сх,4,0.1,частково хмарно,False,False,False,False
1240,6,5,21,16,ПнЗх,13,22.0,частково хмарно,True,False,False,False
1241,6,6,0,5,Сх,6,23.9,частково хмарно,True,True,False,False
1242,6,6,3,29,ПнСх,5,0.1,хмарно,False,False,False,False
1243,6,6,6,8,Пд,13,10.5,хмарно,True,False,False,False
1244,6,6,9,29,ПнЗх,11,0.2,частково хмарно,False,False,False,False
1245,6,6,12,12,Пн,9,0.5,частково хмарно,False,False,False,False
1246,6,6,15,22,Сх,4,2.0,сонячно,False,False,False,False
1247,6,6,18,13,Пд,11,1.1,сонячно,False,False,False,False
1248,6,6,21,12,ПнЗх,8,1.0,хмарно,False,False,False,False
1249,6,7,0,24,Зх,13,1.2,частково хмарно,False,False,False,False
1250,6,7,3,8,Сх,4,12.7,хмарно,True,True,False,False
1251,6,7,6,6,ПнСх,4,0.1,сонячно,False,False,False,False
1252,6,7,9,13,ПнЗх,4,0.9,хмарно,False,False,False,False
1253,6,7,12,24,ПдСх,14,1.7,хмарно,False,False,False,False
1254,6,7,15,29,ПдЗх,6,0.2,частково хмарно,False,False,False,False
1255,6,7,18,22,Пд,12,21.5,частково хмарно,True,False,False,False
1256,6,7,21,20,Зх,7,1.9,частково хмарно,False,False,False,False
1257,6,8,0,22,ПнЗх,9,1.4,частково хмарно,False,False,False,False
